root	surfaces	lex	Anlam	active	Id	flags	rules	Ekler	AltTür	Dil	BüyükHarf	FY_EDILGEN_(U)n	FY_EDILGEN_Ul	Geçişlilik	E-hali
sündüs					ISIM	isim				Arapça	Hayır				
süne					ISIM	isim			hayvan bilimi	Türkçe	Hayır				
sünepe					SIFAT	sıfat				Türkçe	Hayır				
sünger					ISIM	isim			hayvan bilimi	Rumca	Hayır				
süngü					ISIM	isim			askerlik	Türkçe	Hayır				
süngüle	süngülü				FIIL	fiil				Türkçe					
sünnet					ISIM	isim			din bilgisi	Arapça	Hayır				
sünnetle	sünnetli				FIIL	fiil									
Sünni					OZEL	özel			din bilgisi	Arapça	Evet				
süper					SIFAT	sıfat				Fransızca	Hayır				
süpermarket					ISIM	isim				İngilizce	Hayır				
süphanallah					UNLEM	ünlem			din bilgisi	Arapça	Hayır				
süprüntü					ISIM	isim				Türkçe	Hayır				
süpür					FIIL	fiil, ettirgen_t				Türkçe	Hayır		E	Evet	
süpürge					ISIM	isim				Türkçe	Hayır				
sür					FIIL	fiil, genis_Ar		er		Türkçe	Hayır		E	Evet	
sürahi					ISIM	isim				Arapça	Hayır				
sürat		sürát			ISIM	isim	OZEL_INCELME_A	ti		Arapça	Hayır				
süratlen					FIIL	fiil									
sürç					ISIM	isim				Türkçe	Hayır				
sürç					FIIL	fiil, genis_Ar		er		Türkçe	Hayır		E	Hayır	
sürçülisan					ISIM	isim				Tr-Ar	Hayır				
sürdür					FIIL	fiil				Türkçe					
sürdürüm					ISIM	isim									
süre					ISIM	isim									
süreç	sürec				ISIM	isim	YUMUSAMA_çc	ci		Türkçe	Hayır				
süreduran					SIFAT	sıfat			fizik	Türkçe	Hayır				
süredurum					ISIM	isim			fizik	Türkçe	Hayır				
süregel					FIIL	fiil				Türkçe					
süreğen					SIFAT	sıfat				Türkçe	Hayır				
sürek	süreğ				ISIM	isim	YUMUSAMA_kğ	ği		Türkçe	Hayır				
süreölçen					ISIM	isim			spor	Türkçe	Hayır				
süreölçer					ISIM	isim				Türkçe	Hayır				
süreyazar					ISIM	isim				Türkçe	Hayır				
Süreyya					OZEL	özel			gök bilimi/yıldız kümesi	Arapça	Evet				
sürfe					ISIM	isim			hayvan bilimi	Arapça	Hayır				
sürfile					SIFAT	sıfat				Fransızca	Hayır				
sürgit					ZARF	zarf				Türkçe	Hayır				
sürgü					ISIM	isim				Türkçe	Hayır				
sürgüle	sürgülü				FIIL	fiil				Türkçe					
sürgün					ISIM	isim				Türkçe	Hayır				
sürmanşet					ISIM	isim				Fransızca	Hayır				
sürmedan					ISIM	isim				Tr-Fa	Hayır				
sürmele	sürmeli				FIIL	fiil				Türkçe					
sürmenaj					ISIM	isim			tıp	Fransızca	Hayır				
Sürmene					OZEL	özel			ilçe		Evet				
sürnatüralist					ISIM	isim				Fransızca	Hayır				
sürnatüralizm					ISIM	isim				Fransızca	Hayır				
sürpriz					ISIM	isim				Fransızca	Hayır				
sürre					ISIM	isim			tarih	Arapça	Hayır				
sürrealist					ISIM	isim				Fransızca	Hayır				
sürrealite					ISIM	isim				Fransızca	Hayır				
sürrealizm					ISIM	isim				Fransızca	Hayır				
sürsat					ISIM	isim			tarih	Türkçe	Hayır				
sürşarj					ISIM	isim				Fransızca	Hayır				
sürt					FIIL	fiil, genis_Ar		er		Türkçe					
sürtük	sürtüğ				ISIM	isim, sıfat	YUMUSAMA_kğ								
sürtün					FIIL	fiil				Türkçe					
sürtüş					FIIL	fiil				Türkçe					
sürur					ISIM	isim				Arapça	Hayır				
sürü					ISIM	isim				Türkçe	Hayır				
sürü					FIIL	fiil				Türkçe	Hayır	E		Evet	
sürücül					SIFAT	sıfat				Türkçe	Hayır				
sürükle	sürüklü				FIIL	fiil				Türkçe	Hayır	E		Evet	
sürükle	sürüklü			F	FIIL	fiil				Türkçe					
sürül					FIIL	fiil				Türkçe					
sürüm					ISIM	isim				Türkçe	Hayır				
sürüm					ISIM	isim									
sürün					FIIL	fiil				Türkçe					
sürünceme					ISIM	isim				Türkçe	Hayır				
sürüngen					SIFAT	sıfat			hayvan bilimi	Türkçe	Hayır				
sürüştür					FIIL	fiil, ettirtgen_t									
sürveyan					ISIM	isim				Fransızca	Hayır				
Süryani					OZEL	özel			topluluk/halk	Arapça	Evet				
Süryanice					ISIM	isim, sıfat			lisan		Evet				
süs					ISIM	isim				Türkçe	Hayır				
süs					FIIL	fiil, genis_Ar		er		Türkçe	Hayır		E	Evet	
süsen					ISIM	isim			bitki bilimi	Farsça	Hayır				
süsengiller					ISIM	isim			bitki bilimi		Hayır				
süsle	süsli				FIIL	fiil				Türkçe					
süspansiyon					ISIM	isim			fizik	Fransızca	Hayır				
süt					ISIM	isim				Türkçe	Hayır				
sütana					ISIM	isim				Türkçe	Hayır				
sütanne					ISIM	isim				Türkçe	Hayır				
sütbaba					ISIM	isim				Türkçe	Hayır				
Sütçüler					OZEL	özel			ilçe	Türkçe	Evet				
süthane					ISIM	isim				Tr-Fa	Hayır				
sütkardeş					ISIM	isim				Türkçe	Hayır				
sütkız					ISIM	isim				Türkçe	Hayır				
sütlaç	sütlac				ISIM	isim	YUMUSAMA_çc	cı		Türkçe	Hayır				
sütleğen					ISIM	isim			bitki bilimi	Türkçe	Hayır				
sütleğengiller					ISIM	isim			bitki bilimi	Türkçe	Hayır				
sütlen					FIIL	fiil				Türkçe					
sütliman					SIFAT	sıfat				Tr-Rum	Hayır				
sütnine					ISIM	isim				Türkçe	Hayır				
sütoğul	sütoğl				ISIM	isim	DUSME_SON_UNLU	ğlu		Türkçe	Hayır				
sütölçer					ISIM	isim				Türkçe	Hayır				
sütre					ISIM	isim				Arapça	Hayır				
sütun					ISIM	isim			mimarlık	Farsça	Hayır				
sütyen					ISIM	isim				Fransızca	Hayır				
süvari					ISIM	isim				Farsça	Hayır				
süven					ISIM	isim			madencilik	Türkçe	Hayır				
süveter					ISIM	isim				İngilizce	Hayır				
süveyda					ISIM	isim				Arapça	Hayır				
süyek	süyeğ				ISIM	isim	YUMUSAMA_kğ	ği		Türkçe	Hayır				
süyüm					ISIM	isim				Türkçe	Hayır				
süz					FIIL	fiil, genis_Ar		er		Türkçe	Hayır		E	Evet	
süzdür					FIIL	fiil				Türkçe					
süzek	süzeğ				ISIM	isim	YUMUSAMA_kğ	ği		Türkçe	Hayır				
süzeni					ISIM	isim				Farsça	Hayır				
süzgeç	süzgec				ISIM	isim	YUMUSAMA_çc	ci		Türkçe	Hayır				
süzgü					ISIM	isim				Türkçe	Hayır				
süzgün					SIFAT	sıfat				Türkçe	Hayır				
süzük	süzüğ				SIFAT	sıfat	YUMUSAMA_kğ	ğü		Türkçe	Hayır				
süzül					FIIL	fiil				Türkçe					
süzüntü					ISIM	isim				Türkçe	Hayır				
şa					UNLEM	ünlem				Türkçe	Hayır				
şaban					ISIM	isim				Arapça	Hayır				
Şabanözü					OZEL	özel			ilçe	Ar-Tr	Evet				
şablon					ISIM	isim				Almanca	Hayır				
şad					SIFAT	sıfat				Farsça	Hayır				
şadırvan					ISIM	isim				Farsça	Hayır				
şafak	şafağ				ISIM	isim	YUMUSAMA_kğ	ğı		Arapça	Hayır				
Şafii					OZEL	özel			din bilgisi/mezhep	Arapça	Evet				
şaft					ISIM	isim			teknik	İngilizce	Hayır				
şaful					ISIM	isim					Hayır				
şah					ISIM	isim			tarih	Farsça	Hayır				
şah					ISIM	isim				Farsça	Hayır				
şahane					SIFAT	sıfat				Farsça	Hayır				
şahap	şahab				ISIM	isim	YUMUSAMA_pb	bı	gök bilimi	Arapça	Hayır				
şahbaz					ISIM	isim			hayvan bilimi	Farsça	Hayır				
şaheser					ISIM	isim				Farsça	Hayır				
şahım	şahm				ISIM	isim	DUSME_SON_UNLU	hmı		Arapça	Hayır				
şahıs	şahs				ISIM	isim	DUSME_SON_UNLU	hsı		Arapça	Hayır				
şahika					ISIM	isim				Arapça	Hayır				
şahin					ISIM	isim			hayvan bilimi	Farsça	Hayır				
Şahinbey					OZEL	özel			ilçe		Evet				
şahit	şahid				ISIM	isim	YUMUSAMA_td	di	hukuk	Arapça	Hayır				
şahlan					FIIL	fiil									
şahmeran					ISIM	isim				Farsça	Hayır				
şahmerdan					ISIM	isim				Farsça	Hayır				
şahne					ISIM	isim				Arapça	Hayır				
şahniş					ISIM	isim			mimarlık	Farsça	Hayır				
şahnişin					ISIM	isim			mimarlık	Farsça	Hayır				
şahsen					ZARF	zarf				Arapça	Hayır				
şahsi					SIFAT	sıfat				Arapça	Hayır				
şahsiyat					ISIM	isim				Arapça	Hayır				
şahsiyet					ISIM	isim									
şahtere					ISIM	isim			bitki bilimi	Farsça	Hayır				
şahteregiller					ISIM	isim			bitki bilimi		Hayır				
şahtur					ISIM	isim			denizcilik		Hayır				
şaibe					ISIM	isim				Arapça	Hayır				
şair					ISIM	isim				Arapça	Hayır				
şairane					SIFAT	sıfat				Ar-Fa	Hayır				
şaire					ISIM	isim				Arapça	Hayır				
şak	şakk				ISIM	isim	CIFTLESME_SON_UNSUZ	kkı		Arapça	Hayır				
şak					ISIM	isim				Türkçe	Hayır				
şak					YANSIMA	yansıma				Türkçe	Hayır				
şaka					ISIM	isim				Türkçe	Hayır				
şakak	şakağ				ISIM	isim	YUMUSAMA_kğ	ğı			Hayır				
şakayık	şakayığ				ISIM	isim	YUMUSAMA_kğ	ğı	bitki bilimi	Arapça	Hayır				
şakı					FIIL	fiil				Türkçe	Hayır	E		Hayır	
şakıldak	şakıldağ				ISIM	isim	YUMUSAMA_kğ	ğı		Türkçe	Hayır				
şakır					YANSIMA	yansıma				Türkçe	Hayır				
şaki					ISIM	isim				Arapça	Hayır				
şakirt	şakird				ISIM	isim	YUMUSAMA_td	di		Farsça	Hayır				
şakkadak					ZARF	zarf				Türkçe	Hayır				
şakket	şakked				FIIL	fiil, genis_Ar	YUMUSAMA_td, 	der		Ar-Tr	Hayır		E	Evet	
şakla	şaklı				FIIL	fiil				Türkçe					
şaklaban					ISIM	isim				Türkçe	Hayır				
şakra	şakrı				FIIL	fiil				Türkçe	Hayır	E		Hayır	
şakrak	şakrağ				SIFAT	ikileme									
şakşak	şakşağ				ISIM	isim	YUMUSAMA_kğ	ğı		Türkçe	Hayır				
şakul		şakúl			ISIM	isim	OZEL_INCELME_U	lü	fizik	Arapça	Hayır				
şakuli					SIFAT	sıfat				Arapça	Hayır				
şakulle	şakulli				FIIL	fiil									
şal					ISIM	isim				Farsça	Hayır				
şalak	şalağ				ISIM	isim	YUMUSAMA_kğ	ğı		Türkçe	Hayır				
şalaki					ISIM	isim				Farsça	Hayır				
şale					ISIM	isim			mimarlık	Fransızca	Hayır				
şalgam					ISIM	isim			bitki bilimi	Türkçe	Hayır				
şali					ISIM	isim				Farsça	Hayır				
şallak	şallağ				SIFAT	sıfat	YUMUSAMA_kğ	ğı		Türkçe	Hayır				
Şalpazarı					OZEL	özel			ilçe		Evet				
şalter					ISIM	isim			fizik	Almanca	Hayır				
şalupa					ISIM	isim			denizcilik	İtalyanca	Hayır				
şalvar					ISIM	isim				Farsça	Hayır				
şama					ISIM	isim				Arapça	Hayır				
şamama					ISIM	isim			bitki bilimi	Arapça	Hayır				
Şaman					OZEL	özel			din bilgisi		Evet				
şamandıra					ISIM	isim			denizcilik	Rumca	Hayır				
Şamani					OZEL	özel			din bilgisi		Evet				
Şamanist					OZEL	özel			din bilgisi		Evet				
Şamanizm					OZEL	özel			din bilgisi		Evet				
şamar					ISIM	isim				Türkçe	Hayır				
şamarla	şamarlı				FIIL	fiil				Türkçe					
şamata					ISIM	isim				Türkçe	Hayır				
şambaba					ISIM	isim					Hayır				
şambaba					TAMLAMA	isim					Hayır				
şambrel					ISIM	isim				Fransızca	Hayır				
şamdan					ISIM	isim				Arapça	Hayır				
şamil					SIFAT	sıfat				Arapça	Hayır				
şampanya					ISIM	isim				Fransızca	Hayır				
şampiyon					ISIM	isim				Fransızca	Hayır				
şampiyona					ISIM	isim				Fransızca	Hayır				
şampuan					ISIM	isim				İngilizce	Hayır				
şampuanla	şampuanlı				FIIL	fiil									
şan					ISIM	isim				Arapça	Hayır				
şan					ISIM	isim			müzik	Fransızca	Hayır				
şandel					ISIM	isim				Fransızca	Hayır				
şangır					YANSIMA	yansıma				Türkçe	Hayır				
şanjan					SIFAT	sıfat				Fransızca	Hayır				
Şanlıurfa					OZEL	özel			il		Evet				
şano					ISIM	isim				İtalyanca	Hayır				
şans					ISIM	isim				Fransızca	Hayır				
şanson					ISIM	isim			edebiyat	Fransızca	Hayır				
şansonet					ISIM	isim			müzik	Fransızca	Hayır				
şansölye					ISIM	isim				Fransızca	Hayır				
şantaj					ISIM	isim				Fransızca	Hayır				
şantiye					ISIM	isim				Fransızca	Hayır				
şantör					ISIM	isim			müzik	Fransızca	Hayır				
şantöz					ISIM	isim			müzik	Fransızca	Hayır				
şantung					ISIM	isim					Hayır				
şanzıman					ISIM	isim				Fransızca	Hayır				
şap					ISIM	isim			kimya	Arapça	Hayır				
şap					ISIM	isim			mimarlık	Fransızca	Hayır				
şap					YANSIMA	yansıma				Türkçe	Hayır				
şapadanak					ZARF	zarf				Türkçe	Hayır				
şapel					ISIM	isim				Fransızca	Hayır				
şaphane					ISIM	isim				Ar-Fa	Hayır				
Şaphane					OZEL	özel			ilçe	Ar-Fa	Evet				
şapır					YANSIMA	yansıma				Türkçe	Hayır				
şapirograf					ISIM	isim			teknik	Fransızca	Hayır				
şapka					ISIM	isim				Rusça	Hayır				
şapla	şaplı				FIIL	fiil				Türkçe					
şapla	şaplı				FIIL	fiil									
şapla	şaplı				FIIL	fiil									
şaplak	şaplağ				ISIM	isim	YUMUSAMA_kğ								
şappadak					ZARF	zarf				Türkçe	Hayır				
şaprak	şaprağ				ISIM	isim	YUMUSAMA_kğ	ğı		Türkçe	Hayır				
şapşal					SIFAT	sıfat				Türkçe	Hayır				
şapşalak	şapşalağ				SIFAT	sıfat	YUMUSAMA_kğ	ğı		Türkçe	Hayır				
şarabi					ISIM	isim				Arapça	Hayır				
şarampol		şarampól			ISIM	isim	OZEL_INCELME_O	lü		Macarca	Hayır				
şarap	şarab				ISIM	isim	YUMUSAMA_pb	bı		Arapça	Hayır				
şaraphane					ISIM	isim				Ar-Fa	Hayır				
şarapnel					ISIM	isim			askerlik	Fransızca	Hayır				
şarbon					ISIM	isim			tıp	Fransızca	Hayır				
şarıl					YANSIMA	yansıma				Türkçe	Hayır				
şarj					ISIM	isim			fizik	Fransızca	Hayır				
şarjör					ISIM	isim				Fransızca	Hayır				
şark					ISIM	isim				Arapça	Hayır				
Şark					OZEL	özel			coğrafya	Arapça	Evet				
şarkı					ISIM	isim			müzik	Arapça	Hayır				
Şarkışla					OZEL	özel			ilçe		Evet				
Şarki					SIFAT	sıfat				Arapça	Evet				
Şarkikaraağaç					OZEL	özel		ç'ı	ilçe	Ar-Tr	Evet				
Şarkiyat					ISIM	isim				Arapça	Evet				
Şarköy					OZEL	özel			ilçe		Evet				
şarküteri					ISIM	isim				Fransızca	Hayır				
şarla	şarlı				FIIL	fiil				Türkçe					
şarlatan					ISIM	isim				Fransızca	Hayır				
şarpi					ISIM	isim			denizcilik	İngilizce	Hayır				
şart					ISIM	isim				Arapça	Hayır				
şart				F	ISIM	isim				Fransızca	Hayır				
şartla	şartlı				FIIL	fiil									
şartname					ISIM	isim			ticaret	Ar-Fa	Hayır				
şaryo					ISIM	isim				Fransızca	Hayır				
şase					ISIM	isim				Fransızca	Hayır				
şasi					ISIM	isim				Fransızca	Hayır				
şaş					FIIL	fiil, genis_Ar		ar		Türkçe	Hayır		E	Hayır	
şaşaa					ISIM	isim				Arapça	Hayır				
şaşakal					FIIL	fiil				Türkçe					
şaşala	şaşalı				FIIL	fiil				Türkçe	Hayır	E		Hayır	
şaşı					SIFAT	sıfat				Türkçe	Hayır				
şaşır					FIIL	fiil, ettirtgen_t				Türkçe	Hayır		E	Hayır	
şaşkaloz					SIFAT	sıfat				Türkçe	Hayır				
şaşkın					SIFAT	sıfat				Türkçe	Hayır				
şaşlık	şaşlığ				ISIM	isim	YUMUSAMA_kğ	ğı			Hayır				
şaşmaz					SIFAT	sıfat, kök_değil									
şat					ISIM	isim			denizcilik	Fransızca	Hayır				
şataf					ISIM	isim				Türkçe	Hayır				
şatafat					ISIM	isim				Türkçe	Hayır				
şathiyat					ISIM	isim			edebiyat	Arapça	Hayır				
şathiye					ISIM	isim			edebiyat	Arapça	Hayır				
şatır					SIFAT	sıfat				Arapça	Hayır				
şato					ISIM	isim				Fransızca	Hayır				
şavalak	şavalağ				SIFAT	sıfat	YUMUSAMA_kğ	ğı		Türkçe	Hayır				
şavk					ISIM	isim				Arapça	Hayır				
şavkı					FIIL	fiil					Hayır	E		Hayır	
Şavşat					OZEL	özel			ilçe		Evet				
şavul					ISIM	isim				Arapça	Hayır				
şavulla	şavullu				FIIL	fiil									
şayak	şayağ				ISIM	isim	YUMUSAMA_kğ	ğı		Türkçe	Hayır				
şayan					SIFAT	sıfat				Farsça	Hayır				
şayeste					SIFAT	sıfat				Farsça	Hayır				
şayet					BAGLAC	bağlaç				Farsça	Hayır				
şayi					SIFAT	sıfat				Arapça	Hayır				
şayia					ISIM	isim				Arapça	Hayır				
şayka					ISIM	isim			denizcilik	Macarca	Hayır				
şaz					SIFAT	sıfat				Arapça	Hayır				
şeamet					ISIM	isim				Arapça	Hayır				
şeb					ISIM	isim				Farsça	Hayır				
şebabet					ISIM	isim				Arapça	Hayır				
şebboy					ISIM	isim			bitki bilimi	Farsça	Hayır				
şebek	şebeğ				ISIM	isim	YUMUSAMA_kğ	ği	hayvan bilimi	Türkçe	Hayır				
şebeke					ISIM	isim				Arapça	Hayır				
şebiarus					ISIM	isim				Farsça	Hayır				
Şebiarus					OZEL	özel			din bilgisi	Farsça	Evet				
Şebinkarahisar					OZEL	özel			ilçe		Evet				
şebiyelda					ISIM	isim				Farsça	Hayır				
şebnem					ISIM	isim				Farsça	Hayır				
şecaat		şecaát			ISIM	isim	OZEL_INCELME_A	ti		Arapça	Hayır				
şecere					ISIM	isim				Arapça	Hayır				
şecerename					ISIM	isim				Ar-Fa	Hayır				
şeci					SIFAT	sıfat				Arapça	Hayır				
şedaraban					ISIM	isim			müzik	Arapça	Hayır				
şeddadi					SIFAT	sıfat				Arapça	Hayır				
şedde					ISIM	isim				Arapça	Hayır				
şedit	şedid				SIFAT	sıfat	YUMUSAMA_td	di		Arapça	Hayır				
şef					ISIM	isim				Fransızca	Hayır				
şefaat		şefaát			ISIM	isim	OZEL_INCELME_A	ti		Arapça	Hayır				
Şefaatli					OZEL	özel			ilçe		Evet				
şeffaf					SIFAT	sıfat				Arapça	Hayır				
şefik	şefiğ				SIFAT	sıfat	YUMUSAMA_kğ			Arapça	Hayır				
şefkat		şefkát			ISIM	isim	OZEL_INCELME_A	ti		Arapça	Hayır				
şeftali					ISIM	isim			bitki bilimi	Farsça	Hayır				
şehadet					ISIM	isim				Arapça	Hayır				
şehadetname					ISIM	isim				Ar-Fa	Hayır				
şehbender					ISIM	isim				Farsça	Hayır				
şehevi					SIFAT	sıfat				Arapça	Hayır				
şehir	şehr				ISIM	isim	DUSME_SON_UNLU	hri		Farsça	Hayır				
şehit	şehid				ISIM	isim	YUMUSAMA_td	di		Arapça	Hayır				
Şehitkamil		Şehitkâmil			OZEL	özel, şapkasız	SAPKA_DUSUR_A		ilçe	Arapça	Evet				
Şehitkâmil					OZEL	özel, şapkalı			ilçe	Arapça	Evet				
şehla					SIFAT	sıfat				Arapça	Hayır				
şehname					ISIM	isim			edebiyat	Farsça	Hayır				
şehnaz					ISIM	isim			müzik	Farsça	Hayır				
şehnazbuselik	şehnazbuseliğ				ISIM	isim	YUMUSAMA_kğ	ği	müzik		Hayır				
şehremanet					TAMLAMA	isim			tarih		Hayır				
şehremini					ISIM	isim			tarih		Hayır				
şehriyar		şehriyâr			ISIM	isim, şapkasız	SAPKA_DUSUR_A		tarih	Farsça	Hayır				
şehriyâr					ISIM	isim, şapkalı			tarih	Farsça	Hayır				
şehriye					ISIM	isim				Arapça	Hayır				
şehvani					SIFAT	sıfat				Arapça	Hayır				
şehvaniyet					ISIM	isim				Arapça	Hayır				
şehvet					ISIM	isim				Arapça	Hayır				
şehvetperest					SIFAT	sıfat				Ar-Fa	Hayır				
şehzade					ISIM	isim			tarih	Farsça	Hayır				
şek	şekk				ISIM	isim	CIFTLESME_SON_UNSUZ	kki		Arapça	Hayır				
şekavet					ISIM	isim				Arapça	Hayır				
şekel					ISIM	isim				İngilizce	Hayır				
şeker					ISIM	isim				Farsça	Hayır				
şekerciboya					TAMLAMA	isim			bitki bilimi		Hayır				
şekerciboyasıgiller					ISIM	isim			bitki bilimi		Hayır				
şekerle	şekerli				FIIL	fiil									
şekerleme					ISIM	isim				Türkçe	Hayır				
şekerpare					ISIM	isim				Farsça	Hayır				
şekerrenk	şekerreng				ISIM	isim	YUMUSAMA_kg	gi		Farsça	Hayır				
şekil	şekl				ISIM	isim	DUSME_SON_UNLU	kli		Arapça	Hayır				
şekildaş					SIFAT	sıfat					Hayır				
şekillen					FIIL	fiil									
şekilperest					ISIM	isim				Ar-Fa	Hayır				
şeklen					ZARF	zarf				Arapça	Hayır				
şekli		şeklî			SIFAT	sıfat, şapkasız	SAPKA_DUSUR_I			Arapça	Hayır				
şeklî					SIFAT	sıfat, şapkalı				Arapça	Hayır				
şekva					ISIM	isim				Arapça	Hayır				
şelale					ISIM	isim			coğrafya	Arapça	Hayır				
şelek	şeleğ				ISIM	isim	YUMUSAMA_kğ	ği			Hayır				
şelf					ISIM	isim			coğrafya	İngilizce	Hayır				
şem					ISIM	isim				Arapça	Hayır				
şema					ISIM	isim				Fransızca	Hayır				
şemail					ISIM	isim				Arapça	Hayır				
şematik	şematiğ				SIFAT	sıfat	YUMUSAMA_kğ			Fransızca	Hayır				
Şemdinli					OZEL	özel			ilçe		Evet				
şempanze					ISIM	isim			hayvan bilimi	Fransızca	Hayır				
şems					ISIM	isim				Arapça	Hayır				
şemse					ISIM	isim				Arapça	Hayır				
şemsi		şemsî			SIFAT	sıfat, şapkasız	SAPKA_DUSUR_I			Arapça	Hayır				
şemsî					SIFAT	sıfat, şapkalı				Arapça	Hayır				
şemsiye					ISIM	isim				Arapça	Hayır				
şen					SIFAT	sıfat				Türkçe	Hayır				
şenaat		şenaát			ISIM	isim	OZEL_INCELME_A	ti		Arapça	Hayır				
şendere					ISIM	isim					Hayır				
şenel				F	FIIL	fiil, ettirgen_t				Türkçe	Hayır			Hayır	
şeni					SIFAT	sıfat				Arapça	Hayır				
şeniyet					ISIM	isim				Arapça	Hayır				
Şenkaya					OZEL	özel			ilçe	Türkçe	Evet				
şenlen					FIIL	fiil				Türkçe					
Şenpazar					OZEL	özel			ilçe	Tr-Fa	Evet				
şepit	şepid				ISIM	isim	YUMUSAMA_td	di		Türkçe	Hayır				
şer	şerr				ISIM	isim	CIFTLESME_SON_UNSUZ	rri		Arapça	Hayır				
şerait					ISIM	isim				Arapça	Hayır				
şeran					ZARF	zarf				Arapça	Hayır				
şerare					ISIM	isim				Arapça	Hayır				
şerbet					ISIM	isim				Arapça	Hayır				
şerbetle	şerbetli				FIIL	fiil									
şerç	şerc				ISIM	isim	YUMUSAMA_çc	ci	anatomi	Arapça	Hayır				
şeref					ISIM	isim				Arapça	Hayır				
şerefe					ISIM	isim				Arapça	Hayır				
şerefiye					ISIM	isim				Arapça	Hayır				
şereflen					FIIL	fiil									
Şereflikoçhisar					OZEL	özel			ilçe		Evet				
şerefyab					SIFAT	sıfat				Ar-Fa	Hayır				
şerefyap	şerefyab				SIFAT	sıfat	YUMUSAMA_pb								
şergil					ISIM	isim					Hayır				
şerh					ISIM	isim				Arapça	Hayır				
şerha					ISIM	isim				Arapça	Hayır				
şeri					SIFAT	sıfat				Arapça	Hayır				
şeriat					ISIM	isim			din bilgisi	Arapça	Hayır				
şerif					ISIM	isim				İngilizce	Hayır				
şerif					SIFAT	sıfat				Arapça	Hayır				
şerik					ISIM	isim				Arapça	Hayır				
şerir					ISIM	isim				Arapça	Hayır				
şerit	şerid				ISIM	isim	YUMUSAMA_td	di		Arapça	Hayır				
şeritgiller					ISIM	isim			hayvan bilimi		Hayır				
